state,city,date,aqi,pm2.5,pm10,no2,so2,o3
Gujarat,Ahmedabad,20-06-2021,482,278.95,110.93,139.97,49.42,139.99
Gujarat,Ahmedabad,24-06-2021,154,157.37,118.68,190.56,61.95,125.2
Gujarat,Ahmedabad,18-07-2021,222,34.61,7.93,12.08,10.25,38.29
Gujarat,Ahmedabad,19-07-2021,188,64.51,240.51,166.55,80.19,47.89
Gujarat,Ahmedabad,07-08-2021,496,143.94,59.9,165.84,78.38,55.83
Gujarat,Ahmedabad,22-08-2021,240,12.54,100.52,165.98,1.07,24.69
Gujarat,Ahmedabad,28-08-2021,389,175.74,315.97,26.17,38.72,54.62
Gujarat,Ahmedabad,07-09-2021,127,195.22,181.29,178.83,89.44,6.22
Gujarat,Ahmedabad,09-09-2021,336,7.81,304.81,173.7,93.89,126.27
Gujarat,Ahmedabad,10-09-2021,178,97.51,349.16,137.25,39.21,197.94
Gujarat,Ahmedabad,25-09-2021,6,130.99,221.47,55.8,37.61,100.06
Gujarat,Ahmedabad,13-10-2021,246.5,221.825,195.395,88.765,14.07,109.72
Gujarat,Ahmedabad,24-10-2021,334,258.44,279.52,186.82,60.88,108.54
Gujarat,Ahmedabad,12-11-2021,229,193.27,317.11,152.6,37.97,50.82
Gujarat,Ahmedabad,14-11-2021,217,147.13,51.67,89.43,2.6,150.82
Gujarat,Ahmedabad,17-11-2021,204,39.47,322.74,99.91,71.93,66.15
Gujarat,Ahmedabad,25-11-2021,324,207.44,138.93,119.67,58.58,22.91
Gujarat,Ahmedabad,09-12-2021,410,56.76,318.98,182,99.85,104
Gujarat,Ahmedabad,14-12-2021,395,47.45,322.01,32.85,84.8,142.56
Gujarat,Ahmedabad,20-12-2021,480,199.83,111.27,169.83,0.69,96.11
Gujarat,Ahmedabad,26-12-2021,338,214.16,241.72,13.23,86.39,84.59
Gujarat,Ahmedabad,13-01-2022,195,154.52,32.69,199.99,13.75,183.56
Gujarat,Ahmedabad,17-01-2022,468,74.67,56.26,86.2,92.36,28.07
Gujarat,Ahmedabad,21-01-2022,174,69.23,270.07,65.82,38.7,2.21
Gujarat,Ahmedabad,02-02-2022,290,271.45,258.17,95.59,13.92,52.88
Gujarat,Ahmedabad,14-02-2022,497,230.12,306.71,48.24,38.06,29.81
Gujarat,Ahmedabad,05-03-2022,136,229.07,170.84,55.36,52.29,96.96
Gujarat,Ahmedabad,10-03-2022,139,267.16,262.44,22.15,45.75,156.04
Gujarat,Ahmedabad,20-03-2022,96,232.71,328.73,7.69,67.82,156.33
Gujarat,Ahmedabad,10-04-2022,458,261.04,27.07,166.66,40.2,63.83
Gujarat,Ahmedabad,11-04-2022,162,78.4,338.17,121.47,37.71,27.02
Gujarat,Ahmedabad,24-04-2022,330,132.28,301.51,38.68,59.18,172.36
Gujarat,Ahmedabad,02-05-2022,254,82.2,175.94,46.99,85.35,110.89
Gujarat,Ahmedabad,09-05-2022,118,121.21,5.72,22.15,38.77,162.24
Gujarat,Ahmedabad,25-05-2022,11,198.77,62.75,179.76,61.02,97.6
Gujarat,Ahmedabad,04-06-2022,167,112.91,133.22,7.41,22.46,180.34
Gujarat,Ahmedabad,01-07-2022,331,82.63,39.93,180.57,29.45,49.05
Gujarat,Ahmedabad,02-07-2022,301,148.92,168.28,187.27,24.52,63.23
Gujarat,Ahmedabad,12-07-2022,199,257.74,377.5,138.27,97.13,32.18
Gujarat,Ahmedabad,14-07-2022,75,77.81,184.02,5.88,99.04,61.24
Gujarat,Ahmedabad,24-07-2022,231,261.46,387.09,81.52,87.42,70.26
Gujarat,Ahmedabad,27-07-2022,319,26.43,379.22,197.47,27.11,177.48
Gujarat,Ahmedabad,01-08-2022,129,109.6333333,270.3,102.1466667,44.07333333,126.7533333
Gujarat,Ahmedabad,04-08-2022,258,267.56,361.99,100.56,54.29,190.09
Gujarat,Ahmedabad,05-09-2022,82,21.17,341.29,157.23,81.42,110.93
Gujarat,Ahmedabad,06-09-2022,383,284.56,163.98,119.07,82.9,107.89
Gujarat,Ahmedabad,14-09-2022,249.5,124.185,160.455,42.74,23.205,145.155
Gujarat,Ahmedabad,05-10-2022,424,40.4,363.31,87.64,2.45,105.57
Gujarat,Ahmedabad,09-10-2022,234,41.5,244.11,157.7,27.25,157.79
Gujarat,Ahmedabad,13-10-2022,333,14.16,145.97,155.84,2.2,147.07
Gujarat,Ahmedabad,21-10-2022,312,156.28,337.89,162.22,23.38,116.23
Gujarat,Ahmedabad,22-10-2022,367,9.1,351.09,107.65,9.36,188.42
Gujarat,Ahmedabad,25-10-2022,279,88.71,291.37,30.13,10.48,115.74
Gujarat,Ahmedabad,04-11-2022,89,108.08,29.41,92.39,92.14,92.89
Gujarat,Ahmedabad,10-11-2022,281,128.41,322.33,48.99,67.17,70.42
Gujarat,Ahmedabad,26-11-2022,383,165.23,379.86,29.8,58.23,144.12
Gujarat,Ahmedabad,27-11-2022,425,247.95,139.93,22.65,74.27,174.02
Gujarat,Ahmedabad,29-11-2022,134,92.48,357.01,50.11,50.55,38.95
Gujarat,Ahmedabad,11-12-2022,272,2.03,277.58,180.16,88.21,42.57
Gujarat,Ahmedabad,17-12-2022,164,209.29,43.37,81.61,6.99,172.23
Gujarat,Surat,13-01-2015,328,242.96,73.86,113.08,67.03,99.97
Gujarat,Surat,15-01-2015,211,260.6,220.79,116.46,74.37,162.69
Gujarat,Surat,18-01-2015,82,192.24,252.14,44.01,82.18,46.82
Gujarat,Surat,28-01-2015,124,86.7,93.79,7.42,92.42,134.66
Gujarat,Surat,04-02-2015,463,100.82,49.77,88.05,37.07,141.52
Gujarat,Surat,06-02-2015,287.5,107.14,105.92,70.135,26.29,105.98
Gujarat,Surat,14-02-2015,170,296.67,147.17,8.32,63.68,195.11
Gujarat,Surat,18-02-2015,298,194.64,187.9,104.08,76.12,167.44
Gujarat,Surat,10-03-2015,171,101.315,244.225,117.29,29.75,103.475
Gujarat,Surat,23-03-2015,417,214.61,218.91,120.91,66.85,141.11
Gujarat,Surat,27-03-2015,223,90.87,144.7,160.36,14.18,155.28
Gujarat,Surat,14-04-2015,56,150.94,203.66,57.03,32.08,142.51
Gujarat,Surat,27-04-2015,242,176.03,74.64,12.37,67.06,73.94
Gujarat,Surat,01-05-2015,257,177.96,32.37,13.71,24.13,23.2
Gujarat,Surat,06-05-2015,303,19.71,68.24,58.27,96.95,169.93
Gujarat,Surat,13-05-2015,415,87.53,22.87,19.18,11.23,31.9
Gujarat,Surat,20-05-2015,297,72.19,205.17,16.72,65.05,64.23
Gujarat,Surat,06-07-2015,397,9.69,145.52,192.45,97.09,34.79
Gujarat,Surat,17-07-2015,415,281.27,190.63,169.18,55.53,18.07
Gujarat,Surat,18-07-2015,443,96.01,122.87,31.67,83.85,153.56
Gujarat,Surat,23-07-2015,498,18.87,23.85,127.79,66.31,23.69
Gujarat,Surat,01-09-2015,311,29.83,393.5,107.1,4.91,21.16
Gujarat,Surat,06-09-2015,382,246.49,323.74,32.99,80.42,148.11
Gujarat,Surat,20-09-2015,163,147.71,246.37,119.46,21.37,29.62
Gujarat,Surat,01-10-2015,323,142.95,320.98,193.73,13.04,141.65
Gujarat,Surat,13-10-2015,207,88.53,184.92,128.82,47.45,181.54
Gujarat,Surat,15-10-2015,494,92.51,293.19,98.95,67.06,60.38
Gujarat,Surat,16-10-2015,232,270.49,25.39,83.84,85.56,123.95
Gujarat,Surat,28-11-2015,427,69.5,196.42,179.03,97.81,113.6
Gujarat,Surat,04-12-2015,376,184.35,330.97,25.79,44.5,58.87
Gujarat,Surat,11-12-2015,26,132.1,16.48,77.99,33.24,179.29
Gujarat,Surat,16-12-2015,274,160.68,94.28,8.84,56.16,15.19
Gujarat,Surat,18-12-2015,43,254.36,386.97,4.6,6.65,60.72
Gujarat,Surat,27-12-2015,409,82.47,297.7,0.11,33.26,117.53
Gujarat,Surat,29-12-2015,234,266.72,219.31,2.88,56.44,16.27
Gujarat,Surat,10-01-2016,107.5,127.12,277.89,71,49.96,88.54
Gujarat,Surat,20-01-2016,426,23.38,302.37,98.81,81.87,30.41
Gujarat,Surat,14-02-2016,269,92.65,273.76,53.77,59.39,133.86
Gujarat,Surat,01-03-2016,14,29.5,365.46,175.49,13.27,39.68
Gujarat,Surat,05-03-2016,190,29.05,182.37,123.49,89.88,170.06
Gujarat,Surat,08-03-2016,112,227.04,364.27,83.84,2.81,54.65
Gujarat,Surat,16-03-2016,498,210.03,145.34,43.88,83.6,99.25
Gujarat,Surat,22-03-2016,101,104.41,291.43,6.47,52.42,74.59
Gujarat,Surat,27-03-2016,122,249.39,204.48,171.02,66.86,112.41
Gujarat,Surat,03-04-2016,125,16.5,326.16,175.8,0.54,137.76
Gujarat,Surat,18-04-2016,399,223.84,379.78,74.98,99.05,149.57
Gujarat,Surat,23-04-2016,92,87.01,67.35,104.47,35.26,44.17
Gujarat,Surat,07-05-2016,141,7.43,50.85,193.47,15.95,69.02
Gujarat,Surat,12-05-2016,274,295.27,231.32,5.63,29.7,77.47
Gujarat,Surat,15-06-2016,348,91.46,29.48,195.07,17.38,97.52
Gujarat,Surat,16-06-2016,341,48.41,84.98,119.83,68.75,194.39
Gujarat,Surat,17-07-2016,242,189.87,196.675,52.69,53.04,155.075
Gujarat,Surat,19-07-2016,373,136.3,67.89,170.92,69.99,196.5
Gujarat,Surat,25-07-2016,41,292.77,222.55,188.41,68.71,109.99
Gujarat,Surat,27-07-2016,147,7.73,277.49,109.51,98.37,42.08
Gujarat,Surat,15-08-2016,72.5,166.075,193.66,81.76,39.4,72.915
Gujarat,Surat,19-08-2016,270,275.55,141.87,159.43,86.21,7.54
Gujarat,Surat,25-08-2016,168,194.07,292.02,12.07,53.16,100.33
Gujarat,Surat,26-08-2016,135,99.61,294.61,39.46,19.77,93.89
Gujarat,Surat,30-08-2016,14,89.91,234.17,72.39,65.76,130.95
Gujarat,Surat,01-09-2016,270,65.58,129.6,151.64,10.55,132.99
Gujarat,Surat,05-09-2016,47,165.86,125.43,99.54,57.18,0.07
Gujarat,Surat,16-09-2016,7,206.36,294.36,91,78.22,125.62
Gujarat,Surat,25-09-2016,408,141.55,20.55,66.31,93.06,188.92
Gujarat,Surat,16-10-2016,109,105.15,328.59,183.49,92.56,149.13
Gujarat,Surat,05-11-2016,25,71.82,184.06,10.09,26.58,84.32
Gujarat,Surat,08-11-2016,76,70.27,52.31,163.09,63.05,25.89
Gujarat,Surat,10-11-2016,24,226.09,79.66,169.96,36.88,146.12
Gujarat,Surat,15-11-2016,81,30.93,269.36,133.47,90.54,171.31
Gujarat,Surat,16-11-2016,242,212.02,61.18,139.12,50.51,89.64
Gujarat,Surat,17-11-2016,270,223.08,284.27,130.56,11.88,52.9
Gujarat,Surat,20-11-2016,499,241.18,188.3,75.75,92.19,110.65
Gujarat,Surat,25-12-2016,140,194.64,115.29,31.57,63.26,49.57
Gujarat,Surat,03-01-2017,33,190.05,259.94,156.55,22.37,13.68
Gujarat,Surat,21-01-2017,69,186.38,235.56,14.47,66.93,191.57
Gujarat,Surat,29-01-2017,278,118.04,16.09,173.31,57.91,166.1
Gujarat,Surat,06-02-2017,235,10.58,62.31,61.54,61.83,155.51
Gujarat,Surat,15-02-2017,46,26.46,325.76,72.27,98.62,164.88
Gujarat,Surat,25-02-2017,462,114.89,154.3,112.33,15.84,91.33
Gujarat,Surat,02-03-2017,497,127.94,203.87,26.56,17.44,55.28
Gujarat,Surat,08-03-2017,120,55.89,53.03,89.21,32.5,17.73
Gujarat,Surat,13-03-2017,275,172.99,271.17,158.36,36.27,76.64
Gujarat,Surat,19-03-2017,345,232.61,27.42,24.12,97.85,26.69
Gujarat,Surat,25-03-2017,301,225.85,295.68,176,22.12,175.83
Gujarat,Surat,08-04-2017,454,165.32,163.37,60.51,31.64,104.41
Gujarat,Surat,28-04-2017,303,32.09,343.75,60.25,13.64,53.31
Gujarat,Surat,05-05-2017,127,262.83,146.1,55.9,7.99,154.61
Gujarat,Surat,06-05-2017,337,74.1,212.88,66.41,74.57,13.08
Gujarat,Surat,13-05-2017,311,280.46,150.1,180.41,68.55,9.29
Gujarat,Surat,15-05-2017,381,180.44,65.41,30.94,16.72,86.18
Gujarat,Surat,28-05-2017,347,51.14,266.03,74.08,2.25,20.36
Gujarat,Surat,17-06-2017,119,86.18,274.25,74.56,55.91,154.19
Gujarat,Surat,20-06-2017,496,22.9,367.11,156.75,25.52,152.73
Gujarat,Surat,21-06-2017,440,186.61,55.97,162.53,46.19,84.24
Gujarat,Surat,29-06-2017,270,76.39,375.32,17.95,26.53,119.63
Gujarat,Surat,01-07-2017,171,97.6,172.05,113.14,7.69,151.39
Gujarat,Surat,03-08-2017,449,284.6,370.88,126.32,70.22,95.71
Gujarat,Surat,04-08-2017,489,204.03,51.13,178.42,71.88,172.92
Gujarat,Surat,23-08-2017,136,163.34,234.29,19.5,58.31,154.91
Gujarat,Surat,29-08-2017,125,32.37,31.99,171.19,29.27,172.48
Gujarat,Surat,10-09-2017,46,289.34,280.37,124.8,85.69,196.05
Gujarat,Surat,11-09-2017,498,92.62,322.31,5.71,32.89,50.42
Gujarat,Surat,26-09-2017,27,60.45,384.69,143.51,10.98,97.37
Gujarat,Surat,04-10-2017,214,181.77,342.83,131.51,64.58,119.23
Gujarat,Surat,07-10-2017,5,127.86,171.55,176.38,39.41,180.41
Gujarat,Surat,25-10-2017,361,110.3,198.73,112.91,11.1,185.49
Gujarat,Surat,26-10-2017,387,289.22,230.06,40.06,2.31,65.63
Gujarat,Surat,11-11-2017,497,74.36,375.32,43.4,27.76,35.48
Gujarat,Surat,23-11-2017,119,42.06,53.13,111.97,37.16,191.73
Gujarat,Surat,24-11-2017,340,166.78,362.44,16.38,96.33,199.79
Gujarat,Surat,01-12-2017,334,288.88,168.75,7.08,96.39,129.78
Gujarat,Surat,06-12-2017,367,199.44,211.2,68.48,0.44,20.74
Gujarat,Surat,08-12-2017,92,185.61,136.43,86.86,95.81,120.2
Gujarat,Surat,13-12-2017,454,250.59,287.06,136.61,55.8,39.42
Gujarat,Surat,14-12-2017,476,114.1,214.59,189.8,24.37,168.99
Gujarat,Surat,16-12-2017,66,250.93,124.28,26.24,17.75,42.31
Gujarat,Surat,17-12-2017,411,268.21,97.28,73.98,56.45,146.08
Gujarat,Surat,18-12-2017,277,53.54,125.38,140.33,94.97,166.7
Gujarat,Surat,21-12-2017,380,214.93,395.95,93.84,89.63,83.88
Gujarat,Surat,31-12-2017,267.5,21.65,213.61,110.16,77.38,28.035
Gujarat,Surat,03-01-2018,88,56.94,259.84,75.64,19.99,52.59
Gujarat,Surat,26-01-2018,95,135.18,315.51,48.12,58.63,131.61
Gujarat,Surat,04-02-2018,286,39.34,206.29,150.9,31.54,153.97
Gujarat,Surat,07-02-2018,205,38.67,211.6,171.28,18.19,65.68
Gujarat,Surat,28-02-2018,124.5,185.25,223.44,111.105,58.06,124.455
Gujarat,Surat,04-03-2018,62,49.34,90.25,187.74,80.11,188.41
Gujarat,Surat,12-03-2018,17,51.38,170.26,14.56,23.46,29.32
Gujarat,Surat,13-03-2018,103,198.03,167.77,24.06,35.19,187.02
Gujarat,Surat,21-03-2018,242,223.01,329.88,103.66,73.51,56.45
Gujarat,Surat,28-03-2018,179,273.27,35.38,149.36,8.63,158.19
Gujarat,Surat,02-04-2018,279,192.31,302.51,131.17,7.27,181
Gujarat,Surat,14-04-2018,228,257.76,166.33,110.9,21.42,160.02
Gujarat,Surat,19-04-2018,428,243.18,266.26,132.11,22.11,34.04
Gujarat,Surat,08-05-2018,8,0.25,68.09,166.75,7.44,10.77
Gujarat,Surat,13-05-2018,353,277.85,333.32,150.29,12.85,125.06
Gujarat,Surat,19-05-2018,10,109.64,174.27,178.13,4.36,157.6
Gujarat,Surat,02-06-2018,348,105.71,322.46,33.23,95.69,25.55
Gujarat,Surat,12-06-2018,186,132.36,313.57,194.15,33.32,81.9
Gujarat,Surat,20-06-2018,106,286.09,243.11,119.07,56.97,36.71
Gujarat,Surat,24-06-2018,483,91.01,61.58,6.57,99.86,52.61
Gujarat,Surat,27-06-2018,276,248.16,52.15,49.07,50.43,53.54
Gujarat,Surat,25-07-2018,231,174.51,41.44,69.36,64.88,40.78
Gujarat,Surat,30-07-2018,186,147.12,63.78,156.83,6.38,80.7
Gujarat,Surat,31-07-2018,325,165.8,289.72,75.55,98.29,90.18
Gujarat,Surat,04-08-2018,79,5.07,388.46,33.27,9.33,53.02
Gujarat,Surat,13-08-2018,243,163.54,157.06,154.04,31.41,195.72
Gujarat,Surat,16-08-2018,333,163.27,84.28,85.06,46.38,49.04
Gujarat,Surat,20-08-2018,170,292.89,38.11,23.99,87.02,38.05
Gujarat,Surat,31-08-2018,143,294.81,256.41,55.9,78.05,165.46
Gujarat,Surat,13-09-2018,17,95.38,178.68,194.09,32.66,172.02
Gujarat,Surat,27-09-2018,25,20.46,104.88,91.3,33.27,65.43
Gujarat,Surat,03-10-2018,351,41.38,86.04,187.48,0.97,115.69
Gujarat,Surat,11-10-2018,72,212.71,247.72,155.24,44.92,137.67
Gujarat,Surat,14-10-2018,341,169.22,23.35,20.26,59.32,81.43
Gujarat,Surat,25-10-2018,70,250.19,253.5,160.45,62.02,160.46
Gujarat,Surat,03-11-2018,220,117.73,95.53,156.26,2.17,163.84
Gujarat,Surat,04-11-2018,37,217.19,209.74,153.72,84.6,114.8
Gujarat,Surat,09-11-2018,177,237.4,246.69,24.24,57.82,139.04
Gujarat,Surat,27-11-2018,386,95.01,388.73,47.11,35.43,162.83
Gujarat,Surat,04-12-2018,313,40.3,370.47,139,73.38,75.73
Gujarat,Surat,05-12-2018,74,178.72,224.33,179.81,50.28,44.59
Gujarat,Surat,11-12-2018,462,200.565,171.96,68.325,57.405,37.67
Gujarat,Surat,21-12-2018,400,180.22,116.44,83.69,38.13,17.83
Gujarat,Surat,24-12-2018,192,27.52,263.44,41.6,72.11,117.51
Gujarat,Surat,08-01-2019,187,197.17,366.42,109.74,51.32,179.65
Gujarat,Surat,09-01-2019,454,216.19,264.33,31.42,73.32,88.92
Gujarat,Surat,13-01-2019,3,149.17,231.88,85.41,54.23,46.56
Gujarat,Surat,01-02-2019,36,299.26,176.23,135.9,12.09,69.03
Gujarat,Surat,02-02-2019,386,233.87,289.41,128.69,23.35,124.53
Gujarat,Surat,07-02-2019,449,259.85,37.96,135.2,97.51,113.78
Gujarat,Surat,08-02-2019,15,138.51,154,116.15,31.14,77.81
Gujarat,Surat,14-02-2019,290,67.18,151.34,125.16,62.68,87.08
Gujarat,Surat,18-02-2019,291,4.81,82.66,32.55,75.56,124.67
Gujarat,Surat,23-02-2019,189,110.75,200.52,118.72,99.1,131.6
Gujarat,Surat,05-03-2019,242,235.25,281.15,188.43,33.72,110.39
Gujarat,Surat,07-03-2019,95,110.86,104.87,158.95,10.71,148.05
Gujarat,Surat,13-03-2019,307,260.97,209.65,142.2,76.36,70.09
Gujarat,Surat,07-04-2019,69,36.71,159.69,158.71,91.73,139.07
Gujarat,Surat,15-04-2019,46,144.78,61.92,20.08,46.88,76.69
Gujarat,Surat,24-04-2019,161,67.5,390.43,157.46,19.92,149.76
Gujarat,Surat,26-04-2019,128,236.44,137.42,20.85,98.38,72.43
Gujarat,Surat,05-05-2019,189.5,195.535,54,91.37,42.16,112.65
Gujarat,Surat,19-05-2019,192,157.21,399.11,52.89,63.6,124.65
Gujarat,Surat,29-05-2019,470,247.24,245.51,104.84,68.14,198.89
Gujarat,Surat,11-06-2019,352,269.1,25.55,33.61,83.83,20.22
Gujarat,Surat,21-06-2019,365,131.12,171.35,1.43,65.98,184.25
Gujarat,Surat,25-06-2019,352,125.72,372.71,87.2,96.56,142.5
Gujarat,Surat,14-07-2019,87,184.36,95.86,142.65,28.45,159.78
Gujarat,Surat,16-07-2019,156,235.71,243.39,129.815,44.915,109.265
Gujarat,Surat,19-07-2019,492,274.13,88.54,25.71,1.19,94.7
Gujarat,Surat,22-07-2019,24,140.44,199.04,176,36.82,159.02
Gujarat,Surat,03-08-2019,84,290.36,10.17,43.74,67.87,114.88
Gujarat,Surat,08-08-2019,35,214.84,136.99,30.81,15.09,177.52
Gujarat,Surat,12-08-2019,13,135.37,374.56,131.18,96.69,42.99
Gujarat,Surat,16-08-2019,259,45.59,165.69,35.71,24.57,90.56
Gujarat,Surat,26-08-2019,203,183.53,83.15,25.6,29.8,85.84
Gujarat,Surat,28-08-2019,75,130.77,323.43,158.7,24.28,143.67
Gujarat,Surat,24-09-2019,357,60.09,142.35,91.85,56.74,148.37
Gujarat,Surat,27-09-2019,55,2.25,5.05,100.19,40.69,182.71
Gujarat,Surat,29-09-2019,369,44.62,244.37,150.86,10.16,71.32
Gujarat,Surat,03-10-2019,411,185.38,224.58,171.85,70.14,34.79
Gujarat,Surat,04-10-2019,205,76.73,238.29,70.04,8.42,119.81
Gujarat,Surat,08-10-2019,277,109.76,13.55,32.43,62.06,161.56
Gujarat,Surat,09-10-2019,32,86.98,2.21,180.14,50.43,164.53
Gujarat,Surat,16-10-2019,164,121.02,150.1,79.4,54.2,54.53
Gujarat,Surat,17-10-2019,59,39.1,326.56,51.63,59.36,88.43
Gujarat,Surat,18-10-2019,84,293.41,344.19,94.1,82.38,187.18
Gujarat,Surat,26-10-2019,410,43.23,317.53,152.41,30.52,197.57
Gujarat,Surat,03-11-2019,35,99.94,272.21,33.73,61.94,54.44
Gujarat,Surat,07-01-2020,449,278.97,132.21,54.28,13.97,108.45
Gujarat,Surat,08-01-2020,201,294.48,124.83,41.31,20.94,124.83
Gujarat,Surat,16-01-2020,204,236.82,66.81,170.1,56.2,120.35
Gujarat,Surat,22-01-2020,374.5,78.465,311.22,171.49,49.73,49.945
Gujarat,Surat,07-02-2020,476,281.88,321.97,174.43,89.34,44.15
Gujarat,Surat,09-03-2020,250,261.6,43.75,20.84,95.27,70.39
Gujarat,Surat,17-03-2020,270,297.8,116.02,97.28,62.59,92.15
Gujarat,Surat,11-04-2020,98,122.14,108.08,111.74,96.97,156.07
Gujarat,Surat,04-05-2020,457,295.3,372.64,150.39,28.34,7.69
Gujarat,Surat,08-05-2020,147,137.76,67.09,62.94,37.15,60.82
Gujarat,Surat,11-05-2020,135,254.9,138.91,144.68,98.74,35.51
Gujarat,Surat,27-05-2020,229,204.91,84.06,66.24,92.86,197.26
Gujarat,Surat,10-06-2020,454,143.57,270.19,165.79,21.64,155.51
Gujarat,Surat,13-06-2020,477,205.73,1.87,25.79,62.95,8.82
Gujarat,Surat,20-06-2020,244,157.75,0.05,16.71,21.35,105.26
Gujarat,Surat,04-07-2020,128,195.08,315.53,74.98,79.89,77.29
Gujarat,Surat,30-07-2020,297,185.06,339.08,89.4,50.6,116.33
Gujarat,Surat,17-08-2020,316,137.75,322.64,23.92,6.09,63.02
Gujarat,Surat,28-08-2020,217,154.39,314.81,34.4,34.97,162.75
Gujarat,Surat,31-08-2020,42,219.18,220.23,74.22,63.16,11.06
Gujarat,Surat,03-09-2020,223,283.23,25.94,181.54,60.94,140.49
Gujarat,Surat,22-09-2020,291,220.14,366.79,55,88.05,146.88
Gujarat,Surat,26-09-2020,252,290.55,180.35,125.25,86.59,134.72
Gujarat,Surat,09-10-2020,214,255.24,103.22,15.54,55.11,171.52
Gujarat,Surat,12-10-2020,376,261.6,269.9,185.78,48.7,36.97
Gujarat,Surat,01-11-2020,109,27.86,91.79,67.01,7.89,187.21
Gujarat,Surat,18-11-2020,98,175.51,107.83,148.71,55.97,124.89
Gujarat,Surat,17-12-2020,12,155.62,280.42,92.09,74.75,15.41
Gujarat,Surat,21-12-2020,369,157.32,10.43,112.89,97.51,44.79
Gujarat,Surat,01-01-2021,245,259.1,68.77,99.27,91.68,116.97
Gujarat,Surat,11-01-2021,290,8.86,81.74,57.51,29.73,91.65
Gujarat,Surat,18-01-2021,341,32.35,394.6,14.28,60.96,78.12
Gujarat,Surat,21-01-2021,480,102,263,61.3,84.64,99.38
Gujarat,Surat,05-02-2021,240,201.75,35.91,179.62,53.88,16.47
Gujarat,Surat,06-02-2021,420,143.63,399.4,57.27,26.77,175.54
Gujarat,Surat,13-02-2021,376,2.87,46.77,74.62,35.93,68.16
Gujarat,Surat,15-02-2021,52,135.56,85.19,29.55,41.1,56.5
Gujarat,Surat,09-03-2021,377,155.5,326.45,164.37,75.87,26.87
Gujarat,Surat,11-03-2021,82,197.2,244.39,50.52,61.08,157.27
Gujarat,Surat,12-03-2021,95,79.82,2.75,98.41,47.73,0.78
Gujarat,Surat,13-03-2021,69,212.18,6.32,51.6,32.05,55.02
Gujarat,Surat,16-03-2021,293.5,280.06,81.99,59.475,18.005,79.41
Gujarat,Surat,22-03-2021,72,239.36,70.42,196.67,70.52,101.19
Gujarat,Surat,28-03-2021,343,297.9,259.91,181.06,19.78,78.91
Gujarat,Surat,05-04-2021,85,27.94,379.08,167.99,23.53,128.85
Gujarat,Surat,16-04-2021,29,3.39,24.81,178.83,82.11,190.91
Gujarat,Surat,17-04-2021,101,40.35,348.38,127.29,83.53,35.7
Gujarat,Surat,30-04-2021,128,77.88,385.75,29.36,72.19,116.91
Gujarat,Surat,07-05-2021,406,113.33,70.66,50.24,86.84,138.12
Gujarat,Surat,18-06-2021,231,60.72,89.47,84.62,94.96,75.69
Gujarat,Surat,24-06-2021,70,74.52,69.55,40.34,87.52,124.1
Gujarat,Surat,01-07-2021,275,256.45,68.5,62.29,73.78,68.34
Gujarat,Surat,05-07-2021,475,168.56,374.25,58.27,96.5,6.1
Gujarat,Surat,29-07-2021,151,108.43,77,27.29,91.71,126.57
Gujarat,Surat,31-07-2021,60,29.96,329.31,198.16,14,52.73
Gujarat,Surat,22-08-2021,298,112.24,135.91,186.26,85.2,7.19
Gujarat,Surat,25-08-2021,439,250.83,37.93,99.08,59.16,162.13
Gujarat,Surat,30-08-2021,489,264.12,386.97,84.74,31.79,34.07
Gujarat,Surat,31-08-2021,57,206.68,3.37,179.6,42.67,144.03
Gujarat,Surat,11-09-2021,431,92.38,375.71,153.94,3.77,73.91
Gujarat,Surat,20-09-2021,92,214.07,278.98,69.2,54.78,116.73
Gujarat,Surat,21-09-2021,422,241.37,189.7,18.17,70.02,177.01
Gujarat,Surat,29-09-2021,303,131.28,68.64,167.86,73.03,12.88
Gujarat,Surat,04-10-2021,460,230.29,313.52,25.22,86.69,152.28
Gujarat,Surat,05-10-2021,453,210.84,73.88,123.95,78.84,63.77
Gujarat,Surat,12-10-2021,444,171.34,229.33,16.15,38.81,53.84
Gujarat,Surat,15-10-2021,137,69.25,329.16,107.38,65.27,137.42
Gujarat,Surat,16-10-2021,110,89.4,223.36,15.85,58.56,16.24
Gujarat,Surat,29-10-2021,18,249.56,355.51,41.36,88.98,73.7
Gujarat,Surat,03-11-2021,172,93.87,26.71,163.67,19.86,63.02
Gujarat,Surat,21-11-2021,437,288.86,20.33,109.07,76.29,152.18
Gujarat,Surat,24-11-2021,418,10.32,145.74,99.47,6.39,57.93
Gujarat,Surat,03-12-2021,326,171.23,385.17,110.81,81.35,154.41
Gujarat,Surat,13-12-2021,451,199.37,262.41,137.45,71.4,23.12
Gujarat,Surat,16-01-2022,357,122.82,151.24,92.43,80.06,22.28
Gujarat,Surat,22-01-2022,463,133.96,1.37,135.98,4.34,18.92
Gujarat,Surat,28-01-2022,479,245.71,135.43,176.43,60.53,154.69
Gujarat,Surat,05-02-2022,250,286.87,22.35,142.88,58.21,150.01
Gujarat,Surat,06-02-2022,448,221.68,244.39,144.3,32.88,104.56
Gujarat,Surat,12-02-2022,57,29.82,155.33,130.7,79.64,64.68
Gujarat,Surat,27-02-2022,317,139.26,158.75,61.17,19.15,199.93
Gujarat,Surat,21-03-2022,390,165.94,56,151.23,41.56,133.95
Gujarat,Surat,29-03-2022,384,290.79,41.27,104.07,59.52,84.79
